# WHO ATC 5단계 코드 -> 영문 성분명 (구분자: |, 줄바꿈: LF)
# 출처: WHO ATC/DDD Index. 성분명에 쉼표가 있어 파이프 구분자를 사용한다.
atc_code|ingredient_en|is_combination
M03CA01|dantrolene|N
M04AA01|allopurinol|N
M04AA02|tisopurine|N
M04AA03|febuxostat|N
M04AA51|allopurinol|Y
M04AB01|probenecid|N
M04AB02|sulfinpyrazone|N
M04AB03|benzbromarone|N
M04AB04|isobromindione|N
M04AB05|lesinurad|N
M04AC01|colchicine|N
M04AC02|cinchophen|N
M04AX01|urate oxidase|N
M04AX02|pegloticase|N
M05BA01|etidronic acid|N
M05BA02|clodronic acid|N
M05BA03|pamidronic acid|N
M05BA04|alendronic acid|N
M05BA05|tiludronic acid|N
M05BA06|ibandronic acid|N
M05BA07|risedronic acid|N
M05BA08|zoledronic acid|N
M05BB01|etidronic acid and calcium, sequential|N
M05BB02|risedronic acid and calcium, sequential|N
M05BB03|alendronic acid and colecalciferol|N
M05BB04|risedronic acid, calcium and colecalciferol, sequential|N
M05BB05|alendronic acid, calcium and colecalciferol, sequential|N
M05BB06|alendronic acid and alfacalcidol, sequential|N
M05BB07|risedronic acid and colecalciferol|N
M05BB08|zoledronic acid, calcium and colecalciferol, sequential|N
M05BB09|ibandronic acid and colecalciferol|N
M05BC01|dibotermin alfa|N
M05BC02|eptotermin alfa|N
M05BX01|ipriflavone|N
M05BX02|aluminium chlorohydrate|N
M05BX03|strontium ranelate|N
M05BX04|denosumab|N
M05BX05|burosumab|N
M05BX06|romosozumab|N
M05BX53|strontium ranelate and colecalciferol|N
M09AA01|hydroquinine|N
M09AA72|quinine|Y
M09AB01|chymopapain|N
M09AB02|collagenase clostridium histolyticum|N
M09AB03|bromelains|N
M09AB52|trypsin|Y
M09AX01|hyaluronic acid|N
M09AX02|chondrocytes, autologous|N
M09AX03|ataluren|N
M09AX04|drisapersen|N
M09AX05|aceneuramic acid|N
M09AX06|eteplirsen|N
M09AX07|nusinersen|N
M09AX08|golodirsen|N
M09AX09|onasemnogene abeparvovec|N
M09AX10|risdiplam|N
M09AX11|palovarotene|N
N01AA01|diethyl ether|N
N01AA02|vinyl ether|N
N01AB01|halothane|N
N01AB02|chloroform|N
N01AB04|enflurane|N
N01AB05|trichloroethylene|N
N01AB06|isoflurane|N
N01AB07|desflurane|N
N01AB08|sevoflurane|N
N01AF01|methohexital|N
N01AF02|hexobarbital|N
N01AF03|thiopental|N
N01AG01|narcobarbital|N
N01AH01|fentanyl|N
N01AH02|alfentanil|N
N01AH03|sufentanil|N
N01AH04|phenoperidine|N
N01AH05|anileridine|N
N01AH06|remifentanil|N
N01AH51|fentanyl|Y
N01AX03|ketamine|N
N01AX04|propanidid|N
N01AX05|alfaxalone|N
N01AX07|etomidate|N
N01AX10|propofol|N
N01AX11|sodium oxybate|N
N01AX13|nitrous oxide|N
N01AX14|esketamine|N
N01AX15|xenon|N
N01AX63|nitrous oxide|Y
N01BA01|metabutethamine|N
N01BA02|procaine|N
N01BA03|tetracaine|N
N01BA04|chloroprocaine|N
N01BA05|benzocaine|N
N01BA52|procaine|Y
N01BA53|tetracaine|Y
N01BB01|bupivacaine|N
N01BB02|lidocaine|N
N01BB03|mepivacaine|N
N01BB04|prilocaine|N
N01BB05|butanilicaine|N
N01BB06|cinchocaine|N
N01BB07|etidocaine|N
N01BB08|articaine|N
N01BB09|ropivacaine|N
N01BB10|levobupivacaine|N
N01BB20|combinations|N
N01BB51|bupivacaine|Y
N01BB52|lidocaine|Y
N01BB53|mepivacaine|Y
N01BB54|prilocaine|Y
N01BB57|etidocaine|Y
N01BB58|articaine|Y
N01BB59|bupivacaine and meloxicam|N
N01BC01|cocaine|N
N01BX01|ethyl chloride|N
N01BX02|dyclonine|N
N01BX03|phenol|N
N01BX04|capsaicin|N
N02AA01|morphine|N
N02AA02|opium|N
N02AA03|hydromorphone|N
N02AA04|nicomorphine|N
N02AA05|oxycodone|N
N02AA08|dihydrocodeine|N
N02AA10|papaveretum|N
N02AA11|oxymorphone|N
N02AA51|morphine|Y
N02AA53|hydromorphone and naloxone|N
N02AA55|oxycodone and naloxone|N
N02AA56|oxycodone and naltrexone|N
N02AA58|dihydrocodeine|Y
N02AA59|codeine|Y
N02AA79|codeine|Y
N02AB01|ketobemidone|N
N02AB02|pethidine|N
N02AB03|fentanyl|N
N02AB52|pethidine|Y
N02AB72|pethidine|Y
N02AC01|dextromoramide|N
N02AC03|piritramide|N
N02AC04|dextropropoxyphene|N
N02AC05|bezitramide|N
N02AC52|methadone|Y
N02AC54|dextropropoxyphene|Y
N02AC74|dextropropoxyphene|Y
N02AD01|pentazocine|N
N02AD02|phenazocine|N
N02AE01|buprenorphine|N
N02AF01|butorphanol|N
N02AF02|nalbuphine|N
N02AG01|morphine and antispasmodics|N
N02AG02|ketobemidone and antispasmodics|N
N02AG03|pethidine and antispasmodics|N
N02AG04|hydromorphone and antispasmodics|N
N02AJ01|dihydrocodeine and paracetamol|N
N02AJ02|dihydrocodeine and acetylsalicylic acid|N
N02AJ03|dihydrocodeine and other non-opioid analgesics|N
N02AJ06|codeine and paracetamol|N
N02AJ07|codeine and acetylsalicylic acid|N
N02AJ08|codeine and ibuprofen|N
N02AJ09|codeine and other non-opioid analgesics|N
N02AJ13|tramadol and paracetamol|N
N02AJ14|tramadol and dexketoprofen|N
N02AJ15|tramadol and other non-opioid analgesics|N
N02AJ17|oxycodone and paracetamol|N
N02AJ18|oxycodone and acetylsalicylic acid|N
N02AJ19|oxycodone and ibuprofen|N
N02AX01|tilidine|N
N02AX02|tramadol|N
N02AX03|dezocine|N
N02AX05|meptazinol|N
N02AX06|tapentadol|N
N02BA01|acetylsalicylic acid|N
N02BA02|aloxiprin|N
N02BA03|choline salicylate|N
N02BA04|sodium salicylate|N
N02BA05|salicylamide|N
N02BA06|salsalate|N
N02BA07|ethenzamide|N
N02BA08|morpholine salicylate|N
N02BA09|dipyrocetyl|N
N02BA10|benorilate|N
N02BA11|diflunisal|N
N02BA12|potassium salicylate|N
N02BA14|guacetisal|N
N02BA15|carbasalate calcium|N
N02BA16|imidazole salicylate|N
N02BA51|acetylsalicylic acid|Y
N02BA55|salicylamide|Y
N02BA57|ethenzamide|Y
N02BA59|dipyrocetyl|Y
N02BA65|carbasalate calcium combinations excl. psycholeptics|N
N02BA71|acetylsalicylic acid|Y
N02BA75|salicylamide|Y
N02BA77|ethenzamide|Y
N02BA79|dipyrocetyl|Y
N02BB01|phenazone|N
N02BB02|metamizole sodium|N
N02BB03|aminophenazone|N
N02BB04|propyphenazone|N
N02BB05|nifenazone|N
N02BB51|phenazone|Y
N02BB52|metamizole sodium|Y
N02BB53|aminophenazone|Y
N02BB54|propyphenazone|Y
N02BB71|phenazone|Y
N02BB72|metamizole sodium|Y
N02BB73|aminophenazone|Y
N02BB74|propyphenazone|Y
N02BE01|paracetamol|N
N02BE03|phenacetin|N
N02BE04|bucetin|N
N02BE05|propacetamol|N
N02BE51|paracetamol|Y
N02BE53|phenacetin|Y
N02BE54|bucetin|Y
N02BE71|paracetamol|Y
N02BE73|phenacetin|Y
N02BE74|bucetin|Y
N02BG02|rimazolium|N
N02BG03|glafenine|N
N02BG04|floctafenine|N
N02BG05|viminol|N
N02BG06|nefopam|N
N02BG07|flupirtine|N
N02BG08|ziconotide|N
N02BG09|methoxyflurane|N
N02BG10|cannabinoids|N
N02BG11|mirogabalin|N
N02CA01|dihydroergotamine|N
N02CA02|ergotamine|N
N02CA04|methysergide|N
N02CA07|lisuride|N
N02CA51|dihydroergotamine|Y
N02CA52|ergotamine|Y
N02CA72|ergotamine|Y
N02CB01|flumedroxone|N
N02CC01|sumatriptan|N
N02CC02|naratriptan|N
N02CC03|zolmitriptan|N
N02CC04|rizatriptan|N
N02CC05|almotriptan|N
N02CC06|eletriptan|N
N02CC07|frovatriptan|N
N02CD01|erenumab|N
N02CD02|galcanezumab|N
N02CD03|fremanezumab|N
N02CX01|pizotifen|N
N02CX02|clonidine|N
N02CX03|iprazochrome|N
N02CX05|dimetotiazine|N
N02CX06|oxetorone|N
N03AA01|methylphenobarbital|N
N03AA02|phenobarbital|N
N03AA03|primidone|N
N03AA04|barbexaclone|N
N03AA30|metharbital|N
N03AB01|ethotoin|N
N03AB02|phenytoin|N
N03AB03|amino(diphenylhydantoin) valeric acid|N
N03AB04|mephenytoin|N
N03AB05|fosphenytoin|N
N03AB52|phenytoin|Y
N03AB54|mephenytoin|Y
N03AC01|paramethadione|N
N03AC02|trimethadione|N
N03AC03|ethadione|N
N03AD01|ethosuximide|N
N03AD02|phensuximide|N
N03AD03|mesuximide|N
N03AD51|ethosuximide|Y
N03AE01|clonazepam|N
N03AF01|carbamazepine|N
N03AF02|oxcarbazepine|N
N03AF03|rufinamide|N
N03AF04|eslicarbazepine|N
N03AG01|valproic acid|N
N03AG02|valpromide|N
N03AG03|aminobutyric acid|N
N03AG04|vigabatrin|N
N03AG05|progabide|N
N03AG06|tiagabine|N
N03AX03|sultiame|N
N03AX07|phenacemide|N
N03AX09|lamotrigine|N
N03AX10|felbamate|N
N03AX11|topiramate|N
N03AX12|gabapentin|N
N03AX13|pheneturide|N
N03AX14|levetiracetam|N
N03AX15|zonisamide|N
N03AX16|pregabalin|N
N03AX17|stiripentol|N
N03AX18|lacosamide|N
N03AX19|carisbamate|N
N03AX21|retigabine|N
N03AX22|perampanel|N
N03AX23|brivaracetam|N
N03AX24|cannabidiol|N
N03AX25|cenobamate|N
N03AX26|fenfluramine|N
N03AX30|beclamide|N
N04AA01|trihexyphenidyl|N
N04AA02|biperiden|N
N04AA03|metixene|N
N04AA04|procyclidine|N
N04AA05|profenamine|N
N04AA08|dexetimide|N
N04AA09|phenglutarimide|N
N04AA10|mazaticol|N
N04AA11|bornaprine|N
N04AA12|tropatepine|N
N04AB01|etanautine|N
N04AB02|orphenadrine (chloride)|N
N04AC01|benzatropine|N
N04AC30|etybenzatropine|N
N04BA01|levodopa|N
N04BA02|levodopa and decarboxylase inhibitor|N
N04BA03|levodopa, decarboxylase inhibitor and COMT inhibitor|N
N04BA04|melevodopa|N
N04BA05|melevodopa and decarboxylase inhibitor|N
N04BA06|etilevodopa and decarboxylase inhibitor|N
N04BB01|amantadine|N
N04BC01|bromocriptine|N
N04BC02|pergolide|N
N04BC03|dihydroergocryptine mesylate|N
N04BC04|ropinirole|N
N04BC05|pramipexole|N
N04BC06|cabergoline|N
N04BC07|apomorphine|N
N04BC08|piribedil|N
N04BC09|rotigotine|N
N04BD01|selegiline|N
N04BD02|rasagiline|N
N04BD03|safinamide|N
N04BX01|tolcapone|N
N04BX02|entacapone|N
N04BX03|budipine|N
N04BX04|opicapone|N
N04CX01|istradefylline|N
N05AA01|chlorpromazine|N
N05AA02|levomepromazine|N
N05AA03|promazine|N
N05AA04|acepromazine|N
N05AA05|triflupromazine|N
N05AA06|cyamemazine|N
N05AA07|chlorproethazine|N
N05AB01|dixyrazine|N
N05AB02|fluphenazine|N
N05AB03|perphenazine|N
N05AB04|prochlorperazine|N
N05AB05|thiopropazate|N
N05AB06|trifluoperazine|N
N05AB07|acetophenazine|N
N05AB08|thioproperazine|N
N05AB09|butaperazine|N
N05AB10|perazine|N
N05AC01|periciazine|N
N05AC02|thioridazine|N
N05AC03|mesoridazine|N
N05AC04|pipotiazine|N
N05AD01|haloperidol|N
N05AD02|trifluperidol|N
N05AD03|melperone|N
N05AD04|moperone|N
N05AD05|pipamperone|N
N05AD06|bromperidol|N
N05AD07|benperidol|N
N05AD08|droperidol|N
N05AD09|fluanisone|N
N05AE01|oxypertine|N
N05AE02|molindone|N
N05AE03|sertindole|N
N05AE04|ziprasidone|N
N05AE05|lurasidone|N
N05AF01|flupentixol|N
N05AF02|clopenthixol|N
N05AF03|chlorprothixene|N
N05AF04|tiotixene|N
N05AF05|zuclopenthixol|N
N05AG01|fluspirilene|N
N05AG02|pimozide|N
N05AG03|penfluridol|N
N05AH01|loxapine|N
N05AH02|clozapine|N
N05AH03|olanzapine|N
N05AH04|quetiapine|N
N05AH05|asenapine|N
N05AH06|clotiapine|N
N05AL01|sulpiride|N
N05AL02|sultopride|N
N05AL03|tiapride|N
N05AL04|remoxipride|N
N05AL05|amisulpride|N
N05AL06|veralipride|N
N05AL07|levosulpiride|N
N05AN01|lithium|N
N05AX07|prothipendyl|N
N05AX08|risperidone|N
N05AX10|mosapramine|N
N05AX11|zotepine|N
N05AX12|aripiprazole|N
N05AX13|paliperidone|N
N05AX14|iloperidone|N
N05AX15|cariprazine|N
N05AX16|brexpiprazole|N
N05AX17|pimavanserin|N
N05BA01|diazepam|N
N05BA02|chlordiazepoxide|N
N05BA03|medazepam|N
N05BA04|oxazepam|N
N05BA05|potassium clorazepate|N
N05BA06|lorazepam|N
N05BA07|adinazolam|N
N05BA08|bromazepam|N
N05BA09|clobazam|N
N05BA10|ketazolam|N
N05BA11|prazepam|N
N05BA12|alprazolam|N
N05BA13|halazepam|N
N05BA14|pinazepam|N
N05BA15|camazepam|N
N05BA16|nordazepam|N
N05BA17|fludiazepam|N
N05BA18|ethyl loflazepate|N
N05BA19|etizolam|N
N05BA21|clotiazepam|N
N05BA22|cloxazolam|N
N05BA23|tofisopam|N
N05BA24|bentazepam|N
N05BA56|lorazepam|Y
N05BB01|hydroxyzine|N
N05BB02|captodiame|N
N05BB51|hydroxyzine|Y
N05BC01|meprobamate|N
N05BC03|emylcamate|N
N05BC04|mebutamate|N
N05BC51|meprobamate|Y
N05BD01|benzoctamine|N
N05BE01|buspirone|N
N05BX01|mephenoxalone|N
N05BX02|gedocarnil|N
N05BX03|etifoxine|N
N05BX04|fabomotizole|N
N05BX05|Lavandulae aetheroleum|N
N05CA01|pentobarbital|N
N05CA02|amobarbital|N
N05CA03|butobarbital|N
N05CA04|barbital|N
N05CA05|aprobarbital|N
N05CA06|secobarbital|N
N05CA07|talbutal|N
N05CA08|vinylbital|N
N05CA09|vinbarbital|N
N05CA10|cyclobarbital|N
N05CA11|heptabarbital|N
N05CA12|reposal|N
N05CA15|methohexital|N
N05CA16|hexobarbital|N
N05CA19|thiopental|N
N05CA20|etallobarbital|N
N05CA21|allobarbital|N
N05CA22|proxibarbal|N
N05CB01|combinations of barbiturates|N
N05CB02|barbiturates in combination with other drugs|N
N05CC01|chloral hydrate|N
N05CC02|chloralodol|N
N05CC03|acetylglycinamide chloral hydrate|N
N05CC04|dichloralphenazone|N
N05CC05|paraldehyde|N
N05CD01|flurazepam|N
N05CD02|nitrazepam|N
N05CD03|flunitrazepam|N
N05CD04|estazolam|N
N05CD05|triazolam|N
N05CD06|lormetazepam|N
N05CD07|temazepam|N
N05CD08|midazolam|N
N05CD09|brotizolam|N
N05CD10|quazepam|N
N05CD11|loprazolam|N
N05CD12|doxefazepam|N
N05CD13|cinolazepam|N
N05CD14|remimazolam|N
N05CD15|nimetazepam|N
N05CE01|glutethimide|N
N05CE02|methyprylon|N
N05CE03|pyrithyldione|N
N05CF01|zopiclone|N
N05CF02|zolpidem|N
N05CF03|zaleplon|N
N05CF04|eszopiclone|N
N05CH01|melatonin|N
N05CH02|ramelteon|N
N05CH03|tasimelteon|N
N05CM01|methaqualone|N
N05CM02|clomethiazole|N
N05CM03|bromisoval|N
N05CM04|carbromal|N
N05CM05|scopolamine|N
N05CM06|propiomazine|N
N05CM07|triclofos|N
N05CM08|ethchlorvynol|N
N05CM09|Valerianae radix|N
N05CM10|hexapropymate|N
N05CM11|bromides|N
N05CM12|apronal|N
N05CM13|valnoctamide|N
N05CM15|methylpentynol|N
N05CM16|niaprazine|N
N05CM18|dexmedetomidine|N
N05CM19|suvorexant|N
N05CX01|meprobamate|Y
N05CX02|methaqualone|Y
N05CX03|methylpentynol|Y
N05CX04|clomethiazole|Y
N05CX05|emepronium|Y
N05CX06|dipiperonylaminoethanol|Y
N06AA01|desipramine|N
N06AA02|imipramine|N
N06AA03|imipramine oxide|N
N06AA04|clomipramine|N
N06AA05|opipramol|N
N06AA06|trimipramine|N
N06AA07|lofepramine|N
N06AA08|dibenzepin|N
N06AA09|amitriptyline|N
N06AA10|nortriptyline|N
N06AA11|protriptyline|N
N06AA12|doxepin|N
N06AA13|iprindole|N
N06AA14|melitracen|N
N06AA15|butriptyline|N
N06AA16|dosulepin|N
N06AA17|amoxapine|N
N06AA18|dimetacrine|N
N06AA19|amineptine|N
N06AA21|maprotiline|N
N06AA23|quinupramine|N
N06AB02|zimeldine|N
N06AB03|fluoxetine|N
N06AB04|citalopram|N
N06AB05|paroxetine|N
N06AB06|sertraline|N
N06AB07|alaproclate|N
N06AB08|fluvoxamine|N
N06AB09|etoperidone|N
N06AB10|escitalopram|N
N06AF01|isocarboxazid|N
N06AF02|nialamide|N
N06AF03|phenelzine|N
N06AF04|tranylcypromine|N
N06AF05|iproniazide|N
N06AF06|iproclozide|N
N06AG02|moclobemide|N
N06AG03|toloxatone|N
N06AX01|oxitriptan|N
N06AX02|tryptophan|N
N06AX03|mianserin|N
N06AX04|nomifensine|N
N06AX05|trazodone|N
N06AX06|nefazodone|N
N06AX07|minaprine|N
N06AX08|bifemelane|N
N06AX09|viloxazine|N
N06AX10|oxaflozane|N
N06AX11|mirtazapine|N
N06AX12|bupropion|N
N06AX13|medifoxamine|N
N06AX14|tianeptine|N
N06AX15|pivagabine|N
N06AX16|venlafaxine|N
N06AX17|milnacipran|N
N06AX18|reboxetine|N
N06AX19|gepirone|N
N06AX21|duloxetine|N
N06AX22|agomelatine|N
N06AX23|desvenlafaxine|N
N06AX24|vilazodone|N
N06AX25|Hyperici herba|N
N06AX26|vortioxetine|N
N06AX27|esketamine|N
N06BA01|amfetamine|N
N06BA02|dexamfetamine|N
N06BA03|metamfetamine|N
N06BA04|methylphenidate|N
N06BA05|pemoline|N
N06BA06|fencamfamin|N
N06BA07|modafinil|N
N06BA08|fenozolone|N
N06BA09|atomoxetine|N
N06BA10|fenetylline|N
N06BA11|dexmethylphenidate|N
N06BA12|lisdexamfetamine|N
N06BA13|armodafinil|N
N06BA14|solriamfetol|N
N06BC01|caffeine|N
N06BC02|propentofylline|N
N06BX01|meclofenoxate|N
N06BX02|pyritinol|N
N06BX03|piracetam|N
N06BX04|deanol|N
N06BX05|fipexide|N
N06BX06|citicoline|N
N06BX07|oxiracetam|N
N06BX08|pirisudanol|N
N06BX09|linopirdine|N
N06BX10|nizofenone|N
N06BX11|aniracetam|N
N06BX12|acetylcarnitine|N
N06BX13|idebenone|N
N06BX14|prolintane|N
N06BX15|pipradrol|N
N06BX16|pramiracetam|N
N06BX17|adrafinil|N
N06BX18|vinpocetine|N
N06BX21|tetramethylglycoluril|N
N06BX22|phenibut|N
N06CA01|amitriptyline and psycholeptics|N
N06CA02|melitracen and psycholeptics|N
N06CA03|fluoxetine and psycholeptics|N
N06DA01|tacrine|N
N06DA02|donepezil|N
N06DA03|rivastigmine|N
N06DA04|galantamine|N
N06DA05|ipidacrine|N
N06DA52|donepezil and memantine|N
N06DA53|donepezil, memantine and Ginkgo folium|N
N06DX01|memantine|N
N06DX02|Ginkgo folium|N
N06DX30|combinations|N
N07AA01|neostigmine|N
N07AA02|pyridostigmine|N
N07AA03|distigmine|N
N07AA30|ambenonium|N
N07AA51|neostigmine|Y
N07AB01|carbachol|N
N07AB02|bethanechol|N
N07AX01|pilocarpine|N
N07AX02|choline alfoscerate|N
N07AX03|cevimeline|N
N07BA01|nicotine|N
N07BA03|varenicline|N
N07BA04|cytisine|N
N07BB01|disulfiram|N
N07BB02|calcium carbimide|N
N07BB03|acamprosate|N
N07BB04|naltrexone|N
N07BB05|nalmefene|N
N07BC01|buprenorphine|N
N07BC02|methadone|N
N07BC03|levacetylmethadol|N
N07BC04|lofexidine|N
N07BC05|levomethadone|N
N07BC06|diamorphine|N
N07BC51|buprenorphine|Y
N07CA01|betahistine|N
N07CA02|cinnarizine|N
N07CA03|flunarizine|N
N07CA04|acetylleucine|N
N07CA52|cinnarizine|Y
N07XX01|tirilazad|N
N07XX02|riluzole|N
N07XX03|xaliproden|N
N07XX04|sodium oxybate|N
N07XX05|amifampridine|N
N07XX06|tetrabenazine|N
N07XX07|fampridine|N
N07XX08|tafamidis|N
N07XX10|laquinimod|N
N07XX11|pitolisant|N
N07XX12|patisiran|N
N07XX13|valbenazine|N
N07XX14|edaravone|N
N07XX15|inotersen|N
N07XX59|dextromethorphan|Y
P01AA01|broxyquinoline|N
P01AA02|clioquinol|N
P01AA04|chlorquinaldol|N
P01AA05|tilbroquinol|N
P01AA52|clioquinol|Y
P01AB01|metronidazole|N
P01AB02|tinidazole|N
P01AB03|ornidazole|N
P01AB04|azanidazole|N
P01AB05|propenidazole|N
P01AB06|nimorazole|N
P01AB07|secnidazole|N
P01AB51|metronidazole|Y
P01AC01|diloxanide|N
P01AC02|clefamide|N
P01AC03|etofamide|N
P01AC04|teclozan|N
P01AR01|arsthinol|N
P01AR02|difetarsone|N
P01AR03|glycobiarsol|N
P01AR53|glycobiarsol|Y
P01AX01|chiniofon|N
P01AX02|emetine|N
P01AX04|phanquinone|N
P01AX05|mepacrine|N
P01AX06|atovaquone|N
P01AX07|trimetrexate|N
P01AX08|tenonitrozole|N
P01AX09|dehydroemetine|N
P01AX10|fumagillin|N
P01AX11|nitazoxanide|N
P01AX52|emetine|Y
P01BA01|chloroquine|N
P01BA02|hydroxychloroquine|N
P01BA03|primaquine|N
P01BA06|amodiaquine|N
P01BA07|tafenoquine|N
P01BB01|proguanil|N
P01BB02|cycloguanil embonate|N
P01BB51|proguanil|Y
P01BC01|quinine|N
P01BC02|mefloquine|N
P01BD01|pyrimethamine|N
P01BD51|pyrimethamine|Y
P01BE01|artemisinin|N
P01BE02|artemether|N
P01BE03|artesunate|N
P01BE04|artemotil|N
P01BE05|artenimol|N
P01BF01|artemether and lumefantrine|N
P01BF02|artesunate and mefloquine|N
P01BF03|artesunate and amodiaquine|N
P01BF04|artesunate, sulfalene and pyrimethamine|N
P01BF05|artenimol and piperaquine|N
P01BF06|artesunate and pyronaridine|N
P01BX01|halofantrine|N
P01BX02|arterolane and piperaquine|N
P01CA02|benznidazole|N
P01CA03|fexinidazole|N
P01CB01|meglumine antimonate|N
P01CB02|sodium stibogluconate|N
P01CC01|nifurtimox|N
P01CC02|nitrofural|N
P01CD01|melarsoprol|N
P01CD02|acetarsol|N
P01CX01|pentamidine isethionate|N
P01CX02|suramin sodium|N
P01CX03|eflornithine|N
P01CX04|miltefosine|N
P02BA01|praziquantel|N
P02BA02|oxamniquine|N
P02BB01|metrifonate|N
P02BX01|bithionol|N
P02BX02|niridazole|N
P02BX03|stibophen|N
P02BX04|triclabendazole|N
P02CA01|mebendazole|N
P02CA02|tiabendazole|N
P02CA03|albendazole|N
P02CA04|ciclobendazole|N
P02CA05|flubendazole|N
P02CA06|fenbendazole|N
P02CA51|mebendazole|Y
P02CB01|piperazine|N
P02CB02|diethylcarbamazine|N
P02CC01|pyrantel|N
P02CC02|oxantel|N
P02CE01|levamisole|N
P02CF01|ivermectin|N
P02CX01|pyrvinium|N
P02CX02|bephenium|N
P02CX03|moxidectin|N
P02DA01|niclosamide|N
P02DX01|desaspidin|N
P02DX02|dichlorophen|N
P03AA01|dixanthogen|N
P03AA02|potassium polysulfide|N
P03AA03|mesulfen|N
P03AA04|disulfiram|N
P03AA05|thiram|N
P03AA54|disulfiram|Y
P03AB01|clofenotane|N
P03AB02|lindane|N
P03AB51|clofenotane|Y
P03AC01|pyrethrum|N
P03AC02|bioallethrin|N
P03AC03|phenothrin|N
P03AC04|permethrin|N
P03AC51|pyrethrum|Y
P03AC52|bioallethrin|Y
P03AC53|phenothrin|Y
P03AC54|permethrin|Y
P03AX01|benzyl benzoate|N
P03AX02|copper oleinate|N
P03AX03|malathion|N
P03AX04|quassia|N
P03AX05|dimeticone|N
P03AX06|benzyl alcohol|N
P03BA01|cyfluthrin|N
P03BA02|cypermethrin|N
P03BA03|decamethrin|N
P03BA04|tetramethrin|N
P03BX01|diethyltoluamide|N
P03BX02|dimethylphthalate|N
P03BX03|dibutylphthalate|N
P03BX04|dibutylsuccinate|N
P03BX05|dimethylcarbate|N
P03BX06|etohexadiol|N
R01AA02|cyclopentamine|N
R01AA03|ephedrine|N
R01AA04|phenylephrine|N
R01AA05|oxymetazoline|N
R01AA06|tetryzoline|N
R01AA07|xylometazoline|N
R01AA08|naphazoline|N
R01AA09|tramazoline|N
R01AA10|metizoline|N
R01AA11|tuaminoheptane|N
R01AA12|fenoxazoline|N
R01AA13|tymazoline|N
R01AA14|epinephrine|N
R01AA15|indanazoline|N
R01AB01|phenylephrine|N
R01AB02|naphazoline|N
R01AB03|tetryzoline|N
R01AB05|ephedrine|N
R01AB06|xylometazoline|N
R01AB07|oxymetazoline|N
R01AB08|tuaminoheptane|N
R01AC01|cromoglicic acid|N
R01AC02|levocabastine|N
R01AC03|azelastine|N
R01AC04|antazoline|N
R01AC05|spaglumic acid|N
R01AC06|thonzylamine|N
R01AC07|nedocromil|N
R01AC08|olopatadine|N
R01AC51|cromoglicic acid|Y
R01AD01|beclometasone|N
R01AD02|prednisolone|N
R01AD03|dexamethasone|N
R01AD04|flunisolide|N
R01AD05|budesonide|N
R01AD06|betamethasone|N
R01AD07|tixocortol|N
R01AD08|fluticasone|N
R01AD09|mometasone|N
R01AD11|triamcinolone|N
R01AD12|fluticasone furoate|N
R01AD13|ciclesonide|N
R01AD52|prednisolone|Y
R01AD53|dexamethasone|Y
R01AD57|tixocortol|Y
R01AD58|fluticasone|Y
R01AD59|mometasone|Y
R01AD60|hydrocortisone|Y
R01AX01|calcium hexamine thiocyanate|N
R01AX02|retinol|N
R01AX03|ipratropium bromide|N
R01AX05|ritiometan|N
R01AX06|mupirocin|N
R01AX07|hexamidine|N
R01AX08|framycetin|N
R01AX09|hyaluronic acid|N
R01AX10|various|N
R01AX30|combinations|N
R01BA01|phenylpropanolamine|N
R01BA02|pseudoephedrine|N
R01BA03|phenylephrine|N
R01BA51|phenylpropanolamine|Y
R01BA52|pseudoephedrine|Y
R01BA53|phenylephrine|Y
R02AA01|ambazone|N
R02AA02|dequalinium|N
R02AA03|dichlorobenzyl alcohol|N
R02AA05|chlorhexidine|N
R02AA06|cetylpyridinium|N
R02AA09|benzethonium|N
R02AA10|myristyl-benzalkonium|N
R02AA11|chlorquinaldol|N
R02AA12|hexylresorcinol|N
R02AA13|acriflavinium chloride|N
R02AA14|oxyquinoline|N
R02AA15|povidone-iodine|N
R02AA16|benzalkonium|N
R02AA17|cetrimonium|N
R02AA18|hexamidine|N
R02AA19|phenol|N
R02AA20|various|N
R02AA21|octenidine|N
R02AB01|neomycin|N
R02AB02|tyrothricin|N
R02AB03|fusafungine|N
R02AB04|bacitracin|N
R02AB30|gramicidin|N
R02AD01|benzocaine|N
R02AD02|lidocaine|N
R02AD03|cocaine|N
R02AD04|dyclonine|N
R02AX01|flurbiprofen|N
R02AX02|ibuprofen|N
R02AX03|benzydamine|N
R03AA01|epinephrine|N
R03AB02|isoprenaline|N
R03AB03|orciprenaline|N
R03AC02|salbutamol|N
R03AC03|terbutaline|N
R03AC04|fenoterol|N
R03AC05|rimiterol|N
R03AC06|hexoprenaline|N
R03AC07|isoetarine|N
R03AC08|pirbuterol|N
R03AC09|tretoquinol|N
R03AC10|carbuterol|N
R03AC11|tulobuterol|N
R03AC12|salmeterol|N
R03AC13|formoterol|N
R03AC14|clenbuterol|N
R03AC15|reproterol|N
R03AC16|procaterol|N
R03AC17|bitolterol|N
R03AC18|indacaterol|N
R03AC19|olodaterol|N
R03AK01|epinephrine and other drugs for obstructive airway diseases|N
R03AK02|isoprenaline and other drugs for obstructive airway diseases|N
R03AK04|salbutamol and sodium cromoglicate|N
